[{I} |08-19 15:55:54.831 1787126154] ---->>[pvr_event_notify] SKYFM_ADD_DEVICE, dev_name:TF卡 disk_status:0
[{I} |08-19 16:51:25.748 1787129485] cmd_name SK_SETTING_GET_VIDEO
[{E} |08-19 16:51:25.751 1787129485] resolution:1920*1080 (1080P)
[{I} |08-19 16:51:25.754 1787129485] [sk_api_venc_get,640] i 0 list:2880*1620 (5M),2560*1440 (4M),2304*1296 (3M),1920*1080 (1080P),1280*720 (720P),
[{I} |08-19 16:51:25.754 1787129485] [sk_api_venc_get,664] i 0 list:2880*1620 (5M),2560*1440 (4M),2304*1296 (3M),1920*1080 (1080P),1280*720 (720P),
[{I} |08-19 16:51:25.754 1787129485] resolution:2880*1620 (5M)
[{I} |08-19 16:51:25.754 1787129485] resolution:2560*1440 (4M)
[{I} |08-19 16:51:25.754 1787129485] resolution:2304*1296 (3M)
[{I} |08-19 16:51:25.754 1787129485] resolution:1920*1080 (1080P)
[{I} |08-19 16:51:25.754 1787129485] resolution:1280*720 (720P)
[{I} |08-19 16:51:25.754 1787129485] resolution:
[{E} |08-19 16:51:25.755 1787129485] resolution:640*360 (VGA)
[{I} |08-19 16:51:25.757 1787129485] [sk_api_venc_get,640] i 1 list:640*360 (VGA),352*288 (CIF),320*240 (CIF),
[{I} |08-19 16:51:25.757 1787129485] [sk_api_venc_get,664] i 1 list:640*360 (VGA),352*288 (CIF),320*240 (CIF),
[{I} |08-19 16:51:25.757 1787129485] resolution:640*360 (VGA)
[{I} |08-19 16:51:25.758 1787129485] resolution:352*288 (CIF)
[{I} |08-19 16:51:25.758 1787129485] resolution:320*240 (CIF)
[{I} |08-19 16:51:25.758 1787129485] resolution:
[{E} |08-19 16:51:25.771 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.772 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.772 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.772 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.772 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.772 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.772 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.772 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.772 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.772 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.772 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.772 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.772 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.772 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.773 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.773 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.773 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.773 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.773 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.773 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.773 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.773 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.773 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.773 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.773 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.773 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.773 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.774 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.774 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.774 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.774 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.774 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.774 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.774 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.775 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.775 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.775 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.775 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.775 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.775 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.775 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.776 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.776 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.776 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.776 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.776 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.776 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.776 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.776 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{I} |08-19 16:51:25.779 1787129485] recv len = 367 socket id = 251 data = POST /xiaopaitech/device_service HTTP/1.1
Host: 192.168.7.221
User-Agent: Xiaopaitech NVR/1.0
Content-Type: application/json; charset=utf-8;
Content-Length: 129
Connection: close
Authorization: Basic m39BzkVm1d0hYV67FkkYh9R3oZk=

{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_SETTING_GET_VIDEO",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0
}
[{I} |08-19 16:51:25.779 1787129485] Content-Length:129
[{I} |08-19 16:51:25.779 1787129485] Authorization:m39BzkVm1d0hYV67FkkYh9R3oZk=
[{I} |08-19 16:51:25.779 1787129485] sk xpt get ip = 192.168.7.143 token = m39BzkVm1d0hYV67FkkYh9R3oZk= ok index = 0
[{E} |08-19 16:51:25.779 1787129485] Authorization : m39BzkVm1d0hYV67FkkYh9R3oZk= token : m39BzkVm1d0hYV67FkkYh9R3oZk= 
[{I} |08-19 16:51:25.780 1787129485] cmd_name SK_SETTING_GET_VIDEO
[{E} |08-19 16:51:25.780 1787129485] resolution:1920*1080 (1080P)
[{I} |08-19 16:51:25.782 1787129485] [sk_api_venc_get,640] i 0 list:2880*1620 (5M),2560*1440 (4M),2304*1296 (3M),1920*1080 (1080P),1280*720 (720P),
[{I} |08-19 16:51:25.782 1787129485] [sk_api_venc_get,664] i 0 list:2880*1620 (5M),2560*1440 (4M),2304*1296 (3M),1920*1080 (1080P),1280*720 (720P),
[{I} |08-19 16:51:25.783 1787129485] resolution:2880*1620 (5M)
[{I} |08-19 16:51:25.783 1787129485] resolution:2560*1440 (4M)
[{I} |08-19 16:51:25.783 1787129485] resolution:2304*1296 (3M)
[{I} |08-19 16:51:25.783 1787129485] resolution:1920*1080 (1080P)
[{I} |08-19 16:51:25.783 1787129485] resolution:1280*720 (720P)
[{I} |08-19 16:51:25.783 1787129485] resolution:
[{E} |08-19 16:51:25.783 1787129485] resolution:640*360 (VGA)
[{I} |08-19 16:51:25.785 1787129485] [sk_api_venc_get,640] i 1 list:640*360 (VGA),352*288 (CIF),320*240 (CIF),
[{D} |08-19 16:51:25.776 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{I} |08-19 16:51:25.820 1787129485] -------->ptz refresh step: 3 dir:3 <--------------
[{I} |08-19 16:51:25.884 1787129485] [TRACKER] track result: dx(-104.000000), dy(0.000000), offsetx(0.000000), offsety(0.000000)
[08-19 16:51:26.278] xpt_p2p_recv_data ch[0] -> PPCS_Read ret: -13 error:ERROR_PPCS_SESSION_CLOSED_TIMEOUT

[08-19 16:51:26.280] [session:2][channel:1] PPCS_Check_Buffer error:ERROR_PPCS_SESSION_CLOSED_TIMEOUT

[{I} |08-19 16:51:26.437 1787129486] alarm event_type 8 type:0  i 6272
[{I} |08-19 16:51:27.810 1787129487] --->>>[sk_xpt_discovery_task_L1610] recvbuf=[{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_LIVE_REQUEST_IFRAME",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"stream":	"main",
	"option":	0,
	"iplist":	"192.168.7.221,"
}]

[{E} |08-19 16:51:29.467 1787129489] the mem is: total 74132KB vaild 21476KB free 12884KB buffer 28kB cache 11488KB add 24400kB cpu is 68.24 temp 62 

[{D} |08-19 16:51:30.753 1787129490] on_mk_rtsp_get_realm::client info, local: 192.168.7.221:554, peer: 192.168.7.104:36374
rtsp/__defaultVhost__/md0_0/md0_0, url params: 

[{I} |08-19 16:51:31.083 1787129491] result:fd event >----send------post_pd_event_type:2 plan endtime:1787130000--<
[{E} |08-19 16:51:34.077 1787129494] {easy_rk_api_iva_stream_proc:426} iva stream proc fail, ret: -1

[{D} |08-19 16:51:35.874 1787129495] on_mk_rtsp_get_realm::client info, local: 192.168.7.221:554, peer: 192.168.7.104:36379
rtsp/__defaultVhost__/md0_0/md0_0, url params: 

[{I} |08-19 16:51:35.907 1787129495] [sk_api_venc_get,664] i 1 list:640*360 (VGA),352*288 (CIF),320*240 (CIF),
[{I} |08-19 16:51:35.907 1787129495] resolution:640*360 (VGA)
[{I} |08-19 16:51:35.907 1787129495] resolution:352*288 (CIF)
[{I} |08-19 16:51:35.908 1787129495] resolution:320*240 (CIF)
[{I} |08-19 16:51:35.908 1787129495] resolution:
[{E} |08-19 16:51:35.909 1787129495] ==LYH=num_bboxes=2=select_idx=0==posture.class_id=1=

[{E} |08-19 16:51:35.909 1787129495] ==LYH=tvd=i=0=class_id=0==pose_metric=11.844379=

[{E} |08-19 16:51:35.909 1787129495] ==LYH=tvd=i=1=class_id=0==pose_metric=9.156570=

[{E} |08-19 16:51:35.909 1787129495] ==LYH=tvd=num_bboxes=2=results_ex_count=2==m_pose_class_id=0=

{E} |[2026-08-19 16:51:35.912][xpt_iot] [_recv_p2p_msg:1768] : recv p2p msg header fail ret[20] session:2
[{D} |08-19 16:51:35.909 1787129495] ++++++++++++++++time interval is =[10314ms]+++++++++++++++++

[{E} |08-19 16:51:35.911 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:35.914 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{I} |08-19 16:51:35.912 1787129495] ===>>>[sk_get_jco_connect_status_L162] s_jco_connect_status=[0]

[{E} |08-19 16:51:35.914 1787129495] snr_id : 0 sk_api_ai_xpt_send_alarm_event buff = {"ser":"alarm","alm":"HD","date":"2026-08-19 16:51:35","data":"","dir":0,"fn":"","fmt":"JPEG"}
[{I} |08-19 16:51:35.912 1787129495] sender_addr address = 192.168.7.143:46085

[{I} |08-19 16:51:35.914 1787129495] 
--->>>ENTER: [parse_xpt_packet_L1295]

[{I} |08-19 16:51:35.914 1787129495] --->>>[parse_xpt_packet_L1297] buf=[{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_LIVE_REQUEST_IFRAME",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"stream":	"main",
	"option":	0,
	"iplist":	"192.168.7.221,"
}] length=[193]

[{I} |08-19 16:51:35.915 1787129495] 
--->>>ENTER: [get_json_to_struct_L940]

[{I} |08-19 16:51:35.915 1787129495] --->>> [get_json_to_struct_L975] length=[193] json_str_format=[{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_LIVE_REQUEST_IFRAME",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"stream":	"main",
	"option":	0,
	"iplist":	"192.168.7.221,"
}]

[{D} |08-19 16:51:35.912 1787129495] del_client ip=3232237416 port=36349

{E} |[2026-08-19 16:51:35.919][xpt_iot] [xpt_iot_post_intelligent_alarm:6085] : devid: 0, alarm type: 100003, alarm_time: 0

[{D} |08-19 16:51:35.920 1787129495] [POST PIC] jpeg_len:0, event type :100003 return success  alarm_alert_time:60
[08-19 16:51:35.920] [session:2][channel:1] PPCS_Check_Buffer error:ERROR_PPCS_SESSION_CLOSED_TIMEOUT

[{E} |08-19 16:51:35.920 1787129495] stop_push_streaming_cb:20006 deviceid :0
[{E} |08-19 16:51:35.920 1787129495] xpt_stop_push_streaming_cb :20006 0
[{E} |08-19 16:51:35.920 1787129495] stop voice VoiceCallStatus = 0

[{I} |08-19 16:51:35.920 1787129495] just speaker:0
[{D} |08-19 16:51:35.920 1787129495] iot_msg_live constructor

[{D} |08-19 16:51:35.920 1787129495] IotLive toString....

[{E} |08-19 16:51:35.921 1787129495] callback :{
	"service_type":	"live",
	"msg_id":	"2026081908513592001",
	"cmd_name":	"SK_LIVE_STOP",
	"ver":	"1.0",
	"channel":	0,
	"device_id":	0,
	"sequence":	0
}
[{I} |08-19 16:51:35.921 1787129495] ---->>sk_api_client_iot_msg_handle
[{D} |08-19 16:51:35.921 1787129495] ---->>sk_app_msg_dispatch
[{I} |08-19 16:51:35.921 1787129495] session_handle:4

[{D} |08-19 16:51:35.921 1787129495] service_type:live, get_msg_id:2026081908513592001, cmd_name:101
[{D} |08-19 16:51:35.921 1787129495] ---->>[IOT_MSG_CMD_NAME_LIVE_STOP] msg_id:2026081908513592001

[{I} |08-19 16:51:35.921 1787129495] ---->> sk_app_live_win_proc: ENTER
[{I} |08-19 16:51:35.921 1787129495] ---->> sk_app_live_win_proc: SMM_LIVE_STOP
[{I} |08-19 16:51:35.921 1787129495] unbind success ! 

[{I} |08-19 16:51:35.921 1787129495] sk_api_bridge_unbind ret_code=0
[{D} |08-19 16:51:35.922 1787129495] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:35.923 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:35.923 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:35.923 1787129495] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:35.923 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:35.923 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:35.923 1787129495] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:35.923 1787129495] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:35.923 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:35.923 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:35.923 1787129495] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:35.923 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:35.923 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:35.923 1787129495] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:35.924 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:35.924 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:35.924 1787129495] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:35.924 1787129495] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:35.924 1787129495] ai_sound_alarm_notify m_alarm_sound_endtime = 0 cur_time 1787129495
[{I} |08-19 16:51:35.925 1787129495] 
--->>>ENTER: [get_json_to_struct_L1148] msg_id=[0]

[{I} |08-19 16:51:35.925 1787129495] --->>>[parse_xpt_packet_L1304] CMD_NAME=[SK_LIVE_REQUEST_IFRAME]

[{I} |08-19 16:51:35.925 1787129495] enter sk_hdi_venc_acquire_iframe
[{I} |08-19 16:51:35.925 1787129495] --->>>[sk_xpt_discovery_task_L1610] recvbuf=[{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_LIVE_REQUEST_IFRAME",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"stream":	"second",
	"option":	0,
	"iplist":	"192.168.7.221,"
}]

[{I} |08-19 16:51:35.925 1787129495] sender_addr address = 192.168.7.143:38772

[{I} |08-19 16:51:35.925 1787129495] 
--->>>ENTER: [parse_xpt_packet_L1295]

[{I} |08-19 16:51:35.925 1787129495] --->>>[parse_xpt_packet_L1297] buf=[{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_LIVE_REQUEST_IFRAME",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"stream":	"second",
	"option":	0,
	"iplist":	"192.168.7.221,"
}] length=[195]

[{I} |08-19 16:51:35.925 1787129495] 
--->>>ENTER: [get_json_to_struct_L940]

[{I} |08-19 16:51:35.925 1787129495] --->>> [get_json_to_struct_L975] length=[195] json_str_format=[{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_LIVE_REQUEST_IFRAME",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"stream":	"second",
	"option":	0,
	"iplist":	"192.168.7.221,"
}]

[{I} |08-19 16:51:35.925 1787129495] 
--->>>ENTER: [get_json_to_struct_L1148] msg_id=[0]

[{I} |08-19 16:51:35.925 1787129495] --->>>[parse_xpt_packet_L1304] CMD_NAME=[SK_LIVE_REQUEST_IFRAME]

[{I} |08-19 16:51:35.925 1787129495] enter sk_hdi_venc_acquire_iframe
[{D} |08-19 16:51:35.927 1787129495] ~iot_msg_live destructor

[{I} |08-19 16:51:35.927 1787129495] ---->>sk_api_client_p2p_event_handle
[{I} |08-19 16:51:35.927 1787129495] event_notify
[{I} |08-19 16:51:35.927 1787129495] event_notify: P2P_EVENT: event=[3] handle=[3]
[{E} |08-19 16:51:35.927 1787129495] ---->>event_notify source_type=[1] event=[3] handle=[4]
[{I} |08-19 16:51:35.927 1787129495] sk_app_event_handle: P2P_EVENT: event=[3] handle=[4]
[{E} |08-19 16:51:35.927 1787129495] ---->>sk_app_on_session_close send SMM_LIVE_STOP to live

[08-19 16:51:35.928] [session:2][channel:1] PPCS_Check_Buffer error:ERROR_PPCS_SESSION_CLOSED_TIMEOUT
